Name,Date,Content,Rating
"Adam of Verona, WI","Original review: Aug. 2, 2018","We love the design of West Elm’s furniture and the experience in stores and purchasing items has always been great. When it comes to actually receiving furniture, that’s another story. In the last two years we’ve had 3 major purchase orders with West Elm (sofa, media center, chair, bed, dressers, ottoman). We ordered the couch in April and were told it would ship 2 months later in June, because of the custom fabric job. When we received the sofa in AUGUST, it was the wrong sofa (right fabric though). In order to not have to wait several months again, we decided to go with the stock fabric instead of the custom. We finally received our sofa in October. So, it took half a year to receive one very expensive sofa...",1.0
"Q. of Monrovia, CA","Original review: July 31, 2018","Order a West Elm dining table in store. It was scheduled to ship on July 12. On July 12th, they called very late in the date after the scheduled time frame claim truck broke down and can't deliver. Rescheduled with them to deliver on July 29th. Got a call on July 28th said my order is canceled! I called back, waited for half an hour to talk to the customer representative. Told her the order is not canceled. She said ok and she will call me back. NEVER called back. July 29th. I called, they said the order is canceled and they can't do anything about it but they will transfer me to order service. That's 1 hour in already because their line has SUPER LONG WAIT TIME. Finally they transfer the call to order service. And the representative on the line informed me that it is not the correct line, they only handle pottery barn and they have to TRANSFER me again.",1.0
"Krishan of Severna Park, MD","Original review: July 28, 2018","The sofa delivered was broken and appeared to have been re-packaged. Was online for over 15 minutes and then, was transferred to ""Furniture Dept"" where nobody picked the transferred call for over 25 minutes, total time on phone: over 40 minutes. Still waiting for someone pick up the call. Very Very POOR.",1.0
"Sarah of Loveland, CO","Original review: July 26, 2018",I ordered the king Belgian linen bedding set less than a year ago and the elastic blew out already. I didnt overwash them and wasnt hard on them. Paying $500 for the whole set for them to say they can't exchange just the fitted sheet not even a year later is absolutely ridiculous. Needless to say that will be my last west elm purchase.,1.0
"KRISTIN of Whitmore Lake, MI","Original review: July 25, 2018",i,1.0
"Lynn of Providence, RI","Original review: July 24, 2018","At the end of the day on July 4, 2018, I purchased both a Leon sofa and a Rhyan bed. The store manager in Providence told me that I could receive an online receipt. Almost a month later, I am still waiting. After reading the terrible reviews for West Elm (both for its customer service and the quality of its furniture), I called about 18 hours later to cancel the order. I was told that was impossible, that the Leon sofa I had ordered was a custom order. However, they could refund the bed. Almost a month has gone by. I have spoken multiple times to the Providence store and to customer service (which takes forever to contact). ",1.0
"Sarah of Seattle, WA","Original review: July 24, 2018","I placed an order for a duvet cover & two shams on July 14th online. When I placed the order, it said available for immediate delivery. It said the items would arrive by July 20th. Then I received the confirmation email stating the items are on backorder and the estimated ship date wouldn’t be until July 25th. They charged my card for the $177. It is July 23rd and the items have not yet shipped. I called customer service and was told (with a dog barking in the background) that they should get more of these items in stock on July 25th and that I should have it on the 27th or maybe the 28th or maybe the 29th or 30th. She really went through each date. It was clear she did not know. Had I known these items were on backorder and wouldn’t ship on time, I 100% would not have ordered from here. I am moving on July 31st so it better be here by then. I am livid.",1.0
"Daniela of North Miami, FL","Original review: July 19, 2018","I have had one of the worst experiences with West Elm, and I am extremely disappointed. I bought two items from WEST ELM 22 days ago and received only one of them. In the receipt number they said that I would receive on July 12, then they changed to July 20 (TODAY) and today I received nothing. I called them and they said that I will receive on July 24. I asked the reason, they said it was the mail's fault??? Do not waste your time with this store.",1.0
"Meagen of Sudbury, MA","Original review: July 19, 2018","I did not choose to deal with West Elm - it was a wedding gift registry. BUT I will tell you - I will warn any other potential couples to STAY AWAY FROM WEST ELM. I ordered four gifts and paid for gift wrapping. The gifts arrived unwrapped. I called to get a credit. They credited one (1) and not the other three. I have called twice and emailed once, it has been seven days and NOTHING. BEWARE - do not pay for gift wrapping with WEST ELM!!!",1.0
"lynda of Wyckoff, NJ","Original review: July 16, 2018","I have never had an experience with a store in my 80 years as poor as this one. I attempted to order a gift for a shower from a registry and was met with problems online. I then called West Elm to place my order. I received 2 platters, not one and was charged for 2. I called for return s/H label and took it to UPS. The second one was not wrapped so again I got a shipping label and went to UPS. I spoke to some wonderful customer agents who could not have been nicer. Jennifer ** in Las Vegas was exceptional as was Kristina in Georgia. Supervisor rude but was promised another platter, gift wrapped to arrive today. It did but was not wrapped but in a big brown carton. I spent a minimum of 7 hours on the phone over this problem and would never do business again with West Elm. Now I am waiting for the credit to my credit card for the unasked for platter and am looking forward to getting a call from a supervisor today. Gift still unwrapped!!!",1.0
"Monica of Bronx, NY","Original review: July 16, 2018","Also usually won't bothers but since I'm an infuriating hold (AGAIN AND AGAIN) I may as well. The service is beyond terrible. The Rewards Program should be illegal. Cards expire; led to believe they can be used at Williams Sonoma, they can't. If furniture is in stock, maybe. Only if you are not paying exorbitant credit, or plan to use rewards dollars, which are slow to come and quick to expire. I believe the whole thing is fraudulent and should be investigated. Do not put yourself in any position where you might need customer service for anything.",1.0
"Karim of Miami, FL","Original review: July 14, 2018","I am not one to waste my time writing reviews, but I have had one of the worst experiences with West Elm, and I am extremely disappointed. Ordered a couch more than 2 months ago now. I called at least 6-7 times to follow up, and every time someone would give me a different answer or tell me they would call back to confirm the delivery date and NOTHING. Online it says the couch was DELIVERED 3 weeks ago. I paid $1500 for this stupid couch and $300 for delivery. Wow! Please spend your money somewhere else. These people should not be in the customer service business. Absolutely horrible!",1.0
"Tamara of Dana Point, CA","Original review: July 13, 2018","Where do I begin with how angry and utterly dissatisfied (or rather PISSED OFF) I am at West Elm? They ""promised"" the dresser and bed I ordered were in stock and would be delivered in one week. It is now 6 weeks later and finally was going to have the items delivered last Sat. We got a call on Sat after waiting that the delivery would not happen because they were missing items! Do not order furniture from this company! They seem to take your money for items they cannot deliver!! The customer service, no joke, will hang up on you, even if you ask them nicely when you can expect your delivery. TERRIBLE!!!",1.0
"Rebecca of Nashville, TN","Original review: July 12, 2018","Not one to usually write reviews but here goes... I ordered a leather sectional from West Elm in February of 2018. As it was a custom made product, the delivery date for my sofa was scheduled at the beginning of June. My delivery date week came around and I waited for a call to schedule my shipping - as I was told would happen. No call arrived. I called customer service several times and submitted email requests but no one seemed to know exactly what was going on. After several failed attempts at locating my couch, I was able to get in contact with a very helpful woman out of the Memphis shipping and distribution center. She informed me that only 2 of the 3 pieces of my couch were ready for shipment. The delivery of those two pieces arrived June 21st. It is now July 12th and I still do not have my third piece. ",1.0
"Aminda of New York, NY","Original review: July 12, 2018","On March 2nd of 2018, the bed that we bought from West Elm was delivered and the delivery guys, wearing Williams Sonoma shirts, set up the new bed frame in the bedroom. I was in the other room trying not to get in their way, but hadn't realized that I had left my wedding and engagement ring in my jewelry dish on the dresser. It's just not something I thought about because I trusted that West Elm was sending respectable people to come into my home. While they were setting it up, one of the men swiped my beautiful diamond wedding band from the dish. I had only been married for 8 months, and I learned the hard way that you cannot trust anyone and you must have everything insured because this sort of thing can happen to you. ",1.0
"Arlene of Saginaw, MI","Original review: July 9, 2018","I have been a very customer of West Elm and have purchased an entire set of patio furniture from them. The problem came when I ordered curtains. Some of the items I ordered were the wrong color or too small for my windows. I was unaware that you only had 30 days for a return. Since my mom had injured herself and had back surgery, I was unable to take them to my place up north to see it they worked till a few weeks after delivery. ",1.0
"Danielle of Austin, TX","Original review: July 7, 2018","I have to admit, I am still pretty shocked at the depth of how poorly West Elm customer support actually goes. I ordered an item, and it arrived badly damaged. I called customer support, a rep told me she would send me a replacement, issue a 20% discount and asked me to please return the damaged item to my closet West Elm store. I did return the item as requested. I then waited for three weeks and no replacement arrived. I again contacted customer support, they apologized and explained that the previous rep had “forgotten” to process the replacement order. I again understood, things happen and I accepted the apology for the inconvenience and off I went.",1.0
"Ashley of New York, NY","Original review: July 7, 2018","I greatly adore West Elm furniture but I am very disappointed in their customer service and internal billing policies. I recently purchased an entertainment console as part of their Fourth of July Sale. A sale which misrepresented the duration of the sale in hopes of incentivizing buying through deceitful advertising methods. The sale was said to end at midnight on July 4th and had a countdown clock to create a sense of urgency. However, what West Elm didn’t want consumers to know was that following the Fourth of July Sale at 20% there was another sale (Post Fourth of July Sale) that was 25% off. I purchased my entertainment stand on the last day of the Fourth Sale and called customer service the next day when I realized they had bumped the sale price. I asked for a price adjustment to which Customer Service told me West Elm does not issue under any circumstances as a corporate policy. ",1.0
"Heather of South Duxbury, VT","Original review: July 7, 2018","Don't buy from West Elm! My West Elm Belgian flax sheet set ($249 for king size), specifically the fitted sheet, started getting thin after 1.5 years and now less than 2 years after purchase has holes appearing and they are essentially rendered useless. I only ever washed in cool gentle cycle with natural detergent. West Elm only credited me a lousy $50 to compensate me for this quality issue. I am extremely disappointed to say the least. I will use my credit and then never shop there again. I have sheets from 20 years ago that look brand new next to these. Expensive sheets should several decades if not a lifetime. $200 down the drain.",1.0
"Debra of Fairfield, CA","Original review: July 1, 2018","I must start by saying all of the Customer Service people are extremely friendly and compassionate but this is all smoke and mirrors designed to give the customer a false sense of security. I purchased a sofa online on April 7th, 2018. I ordered knowing the sofa was a special order and would not be delivered until June 11th through June 13th. I called customer service on June 10th to see if they were still on target for delivery and they said I should receive an email when the sofa was ready for delivery with instructions on how to set up a time.",2.0
"Rachel of Irvington, NY","Original review: July 1, 2018","I ordered a piece of furniture (Industrial Storage Modular System) several weeks ago. I was supposed to receive it over 1.5 weeks ago, but who knows where it is. I've tried calling customer service several times but each time I've had to wait on hold for over 30 minutes; furthermore, when I finally get someone, they say that they can answer the question and need to transfer me. And then I waited for another 30 minutes. The one customer service rep I did get in touch with told me that my furniture is with the delivery company and that it takes them up to 3 days to process the furniture, and give me a call to set up delivery. I have heard nothing. I've also emailed West Elm but they don't respond. I will never shop at West Elm again.",1.0
"Craig of New York, NY","Original review: July 1, 2018","Bought a TV cabinet online on May 27th, expecting delivery early June. July now - three phone calls (each of which required an hour of hold time after transfers) still no product, no refund, no resolution and no answers! Last call they couldn't find it and said I would hear back in three days; nothing. Emailed customer service; nothing. Currently on hold. Poor customer service; have effectively robbed me of $1.5k so far.",1.0
"Robert of Brooklyn, NY","Original review: June 28, 2018","My wife and I had bought one bed, the Emmerson from West Elm, found it too small, and bought the mid century queen sized bed. We have been waiting for information on the refund of the first bed. No email, phone call or contact regarding this. When we finally reached customer service after three hours on the phone, the service rep told us they were switching from an old system and were unable to process refunds at this time. In 2018, I find this hard to believe! Still waiting for information, and I am going to contact the BBB to file a complaint!",1.0
"Angela of Memphis, TN","Original review: June 28, 2018","Ordered a dining table on June 19 with estimated delivery between June 25-27. When it still hadn't arrived on June 27, I tracked on their website, and it said it was delivered on June 26. However, it wasn't. I called customer service on June 27. After speaking initially with someone after 20 minutes on hold, I was transferred and on hold another 40 minutes. I finally had to hang up because I have a life. I called again very early the morning of June 28. Waited nearly 30 minutes to be connected to someone who told me it had been delivered to Memphis but that someone was supposed to call me to schedule delivery. That person put me on hold to transfer me. Another 20 minutes and I hang up. I called back later. Waited on hold 53 minutes before anyone came on. Finally, got a person who tells me it shipped (from GA) on June 21, but hasn't arrived in Memphis yet. I could walk from GA to Memphis in a week. Never ordering from this company again.",1.0
"Heather of Denver, CO","Original review: June 28, 2018","My husband and I went to the West Elm store and ordered a Quick Ship Harmony sectional on May 11th. The estimated delivery time was May 30th so I was pleasantly surprised to hear a phone call on May 18th stating that we could schedule our delivery and that May 26th was open. We had planned a trip with my parents for that weekend (Memorial Day) but because we have limited flexibility during the week, decided to cancel the trip to get our couch. On May 26th, about 2 hours before our scheduled delivery time, we got a phone call saying that the legs were broken and they were not going to deliver the couch. Not only had we cancelled our trip, but we had sold our old couches that morning so we were stuck sitting on camping chairs. ",1.0
"Joseph of Macomb Twp., MI","Original review: June 27, 2018","Tried to purchase a Day Bed from West Elm. We saw the bed in a Marriott Hotel we stayed in. In fact there are brochures all over the hotel suite about how to buy the bed. Fell in love with the Day Bed and purchased it to supplement sleeping accommodations for a 50th anniversary party we were having. First the bed was delivered 2 1/2 weeks later than promised and 2 weeks after the event. When it was delivered it was delivered without ARMS and SLATS to support the cushions. Second delivery attempt they resent the trundle, no arms or slats. I've just spent two days trying to get hold of someone to resolve this issue. While I was typing this they finally called to tell me that they no longer stock that item and have no Arms or Slats to send me. ",1.0
"Wendy of Irving, TX","Original review: June 23, 2018","I have always loved West Elm's merchandise but I am cutting all ties with the store due to their poor customer service. I purchased a new bed, dresser, night table and headboard. The order for the headboard was placed separately due to availability. When I ordered the headboard, I placed the order online and there was no mention of the shipping being UPS. It arrived in a beat up box with no written instructions for assembly to a bed; only two pictures showing how to attach it to a metal frame, which were poorly drawn. I have spoken to five different representatives over two months to request an in-home assembly which I was told they would do. (I am paying for the assembly.) But no one ever follows through on scheduling the appointment. I finally just returned it and have decided go without a headboard. ",1.0
"Booya of Los Angeles, CA","Original review: June 20, 2018",There are multiple times in which customer service is poor but I never write bad reviews online because it is time consuming. But I think this is SOOO horrible in customer service that I felt compelled to write this! I had ordered two light fixtures from West Elm. One was sent fine. The other was missing some parts. We reported this and they said that they cannot send the parts only and will send us a new light fixture and we return the old one.,1.0
"Jenna of New Rochelle, NY","Original review: June 20, 2018","I bought thousands of dollar’s worth of furniture this year and my couch is pilling, the customer service told me this is normal for the fabric which is ridiculous. Couch looks terrible and I spent 3000$ just in the couch. They’re going to send me a device to remove the pilling but it will keep coming back. They should take couch back.",1.0
"William of Oakland Park, FL","Original review: June 19, 2018","I have always loved West Elm for their product selection and branding. However, after making a FIRST furniture order through them...and about 2 months and over 10 customer service calls later... I am STILL upset. This company gets an ""F"" in customer service. I will never purchase online with them again. So the whole experience started when I purchased a coffee table online. I order online all the time so assumed I would get a delivery notice in about a week or two. I waited 6 weeks and still had not received ANY notice of where my table was and when it would ship or when I might receive it. So I called in to get some sort of tracking information.",1.0
"Natalia of Scottsdale, AZ","Original review: June 15, 2018","I ordered a dining table for our new house... they sent ONE email saying that I was going to get it on a certain date... that date came and went and NOTHING, no emails or any updates. I called and they told me that it was at the delivery company location and they would be calling me in 30 minutes to set up delivery... NOTHING. 2 days later I called again - this time I was told that they were super sorry and that everything was ready for them to deliver and would get a call in 15 hours to schedule delivery. NOTHING. ",1.0
"Alla of Westerville, OH","Original review: June 15, 2018","Extremely disappointed. I purchased a leather chair that I really love, unfortunately leather has a several stains and I immediately requested to replace this item. After a month (several conversations with West Elm representatives) new chair have arrived, but new item had even worse damage than a first one. I kept my first chair, but not happy with quality of the item and very unhappy with company.",1.0
"T of Herndon, VA","Original review: June 13, 2018","I purchased a beautiful round dining table and loved the way it looked. Within 6 months we noticed that the paint/top layer started chipping. Around the one year mark I contacted customer service to inform them of the issue and we corresponded for weeks (a lot of waiting in between emails). I also sent pictures of the table, as requested. The final outcome was that the table was within manufacturers specifications and nothing could be done about it. I was so disappointed in the response and poor quality of the product. I don't have money to buy a new table, which now looks shoddy in my new home.",1.0
"Meridith of Honolulu, HI","Resolution response: June 13, 2018","After being on hold for over an hour, I was told that they were able to complete a return and order a replacement. The logistics team just needs to contact me to schedule when they will do the swap.",1.0
"whitney of Cos Cob, CT","Original review: June 12, 2018","I purchased the mini pebble jute rug over black Friday of 2017. I received it and after a month had to call and tell them it was falling apart. The loops kept coming up and getting stuck on your feet, it was shedding terrible, and there were loose ends popping out everywhere so every time I vacuumed it I had to trim it. I called and they said it must be a defected rug and picked up the old one and sent me a new one. This happened around Christmas 2018. They said if there were any other problems to call and they will take it back at any time. So I called the beginning of May and told them it keeps getting worse every month and that I am returning it because my new rug is falling apart more than the first rug shipped. They said they would schedule a pick up to get it and that my credit card would be credited. No one called me to schedule a pick up for 2 weeks. ",1.0
"Karla of San Antonio, TX","Original review: June 12, 2018","I have made several considerable purchases throughout the years from West Elm because I really like the products, but I recently placed an order in April of 2018 and it has been the worst experience with a company and their customer service. I have spoken to approximately 12 people in reference to my order and as of this date I have not received it because I was told by a representative that the company decided to make some changes and delay my delivery. I was even hung up on by a representative. This is outrageous and is the last time that I will be purchasing from this company. It is sad because there is no customer service culture. Really disappointed.",1.0
"Daniel of Madison, NJ","Original review: June 10, 2018","My wife purchased the West Elm Window Daybed a while ago and I just got around to putting it together. I was expecting very high quality given the price we paid for it. I was immediately struck by how easily the bolts stripped when installing with the included allen wrench. The bolts were not crossthreaded and the furniture was aligned as well as it could, since the parts were aligned with pseudo mortise and tenons; nevertheless, the second bolt I installed was completed stripped before I could finish installing it. I'd have to live with a slight gap between the end of the long metal front bar and one of the end pieces. ",1.0
"B of Dallas, TX","Original review: June 8, 2018","I ordered a number of items on May 1. I was moving and looking for a chair I could get quickly as well as a more comfortable chair that would take longer. Since I have no furniture for my new place this was important to have at least one chair to sit in. I also ordered a rug and a few other odds and ends. The rug, etc arrived within a few days and I received confirmation that my Luna chair was in the warehouse in Katy TX and would be delivered between June 1 and June 5. When I had not heard from anyone on June 5, I called and was on the phone for 45 minutes. ",1.0
"Jan of Wilmington, DE","Original review: June 4, 2018","The reviews for this sofa, especially the ordering/delivery process overall, were so poor that we really hesitated to make this purchase. While I don't question the validity of the other reviews, I wanted to let everyone know that our experience to date has been excellent. I placed my order online two weeks ago (after first testing the sofa in the King of Prussia store - where service was also quite good and all my questions were answered), and our sofa was delivered today. ",5.0
"Leon of Windham, CT","Original review: June 4, 2018",I love the idea that is West Elm. The coordination of the furniture with the accessories makes it easy to put together a room that reflects my personal style. West Elm is one of those stores you go in and you feel right at home with the great associates that really go out their way to help you achieve the look you sometimes can't describe in words. But West Elm needs to lower their shipping prices because the merchandise is really quality but when you add in the shipping it sometimes becomes cost prohibitive.,5.0
"Anna of Cypress, TX","Resolution response: June 9, 2018","Customer service did respond with wanting to resolve the problems which was a surprise and led me to re-think the one star. Unfortunately my one star is based on the quality of the product I received and that didn’t change thus I kept the one star. Good luxurious cotton sheets shouldn’t feel like these did (I wouldn’t call these good cotton sheets at all), and advertising and selling them as such isn’t right.  I do thank the customer service for addressing my concerns and trying to make it better they were really nice and even offered a gift card (which I turned down) I want to thank them for their curtious efforts.",1.0
"Charles of Fitzgerald, GA","Original review: June 2, 2018","West Elm is a great store. The options are great choices and selections that are of need to me and my family. I love their store with everything. GOOD AND I LOVE THE BRAND. ALSO, VERY SAFE AND GREAT FEELING. It’s an experience I would do again without any problem. But they are not very efficient with not so good quality and not well put together or organized. Could have been way better.",4.0
"Arlisia of Stockbridge, GA","Original review: May 31, 2018","Their pieces are modern but still feminine and cozy. I like the name and the simplicity of it as well. You won't find the same stuff anywhere else. Feel like it's what Pier One used to be. The price tag is expensive though and they're also far, seeing as the ones I go to are in malls nearly 45 minutes to an hour away. But their stores don't feel cluttered and there's a running theme with all of their merchandise as well. I also do enjoy shopping on their website and I feel like there's even more on there than in store.",4.0
"Janet of Saint Louis, MO","Original review: May 30, 2018",Experience was positive. The colors and styles are neutral and simple. Feel the customer service is quality with respect to delivery and ordering. The clean style of furniture and displays in the store: gives the shopper several options as to where furniture can be used. The general feel of the store is warm and friendly. The customer service and attention to customer is very good. The store can feel a little crowded though. There can be a lot of items displayed in a very small area at times too. It can be a little difficult to see and get to all items. The pricing could be more competitive or offer more sales. Would also like to see the square footage of the stores a little larger.,5.0
"Jake of Gardena, CA","Original review: May 27, 2018",West Elm is convenient and not really expensive. They have many types of furniture that is very nice and organized. It was easy to find the type of furniture and design I wanted. I like how everything is neat and is clean. I also like the amount of furniture the store has and different designs. It was a great experience.,5.0
"Rene of San Francisco, CA","Original review: May 26, 2018",My experience was wonderful. The store has a different name which strikes curiosity and the location is close to where I live and right off a freeway frontage road so easily visible with ample parking. The store is well laid out with different sections for the different rooms of a home. I like the different styles and colors of each room with added items for either function or complementary purposes. The store is easy to navigate and one room flows nicely to the next. I also liked how easily items could be changed from everyday things to holiday decor by adding a few different decor touches. A store that gives many ideas for your imagination!,4.0
"Jonny of Reidsville, NC","Original review: May 25, 2018","West Elm believes in nothing but the best furniture for my home and my complete satisfaction. I always find the help and guidance I need to properly choose the furniture I need for my home. This brand offers only some of the highest quality furniture and accessories for the home and is very highly customer driven. But maybe they can make their products more affordable for the frugal decorator. However, my overall experience with this brand remains to be highly impressive, because of the great and friendly employee knowledge of the brand's products.",5.0
"Brian of Antioch, TN","Original review: May 24, 2018",I like the unique furniture that West Elm carries. They have a wide selection of products at great prices to choose from and I like that you can purchase online very easy. I like the fast shipping that they offer and the costs of shipping too. I have ordered many pieces here to go with my decor and it has spiced up my house a lot and brought everything together in the house nicely. I have gotten great compliments for my decor of the items I have purchased here. My overall experience with this store has been excellent and I love shopping here.,5.0
"Seung of New York, NY","Original review: May 22, 2018","I ordered a number of things: sofa, kitchen table, tv console, coffee table. The kitchen table was back ordered and the console was taking some time to prepare, but the sofa and other materials were ready to be delivered right away. The problem? None of the furniture items are still here, after 20 days of ordering furniture. So one week ago, I thought it was weird that West Elm wasn't contacting me about orders so I called them. They directed me to the furniture delivery department, which told me that they will put in a request to deliver the sofa and coffee table earlier. They said a furniture guy would contact me within 24-48 hours.",1.0
"Shahriar of Brooklyn, NY","Original review: May 22, 2018","I purchased a Industrial Modular Bookcase to put next to my Industrial Storage Mini Desk. Both of these are in the same design line, and are supposed to be modular. The heights of both of these are advertised at 30"". Unfortunately, this is all just false advertising. The height of the bookcase is at least 1"" shorter, and looks horrible next to my desk. I know these things happen, and they have little control of manufacturing defects from outsourced places... but it's the way they handled this that really frustrated me. I contact their customer service with all the pictures and receipts. They basically told me to go to the hardware store and see if I can get the correct height legs for my bookcase. Completely crazy to think that hardware stores would have the legs of furniture West Elm designed and manufactured in India. I will be returning it. Never, ever again.",1.0
"Piper of Pompano Beach, FL","Original review: May 20, 2018","West Elm is a mid century furniture at affordable prices. Location close to my condominium. Store has nice decor and staff generally friendly. However, I've had difficulty with online orders being lost resulting in delay of delivery. I had to reorder an item and ultimately took almost 2 months to receive it. In person visits at furniture store have been fine. But they could use more staff for consultation which would decrease wait time.",3.0
"Nancy of Port Saint Lucie, FL","Original review: May 9, 2018","The furniture item was well made & stylish but the options to review was too cluttered & not user friendly. I wasn't as happy as I thought I would be. They should offer more items at clearance, more sales, a loyalty program would be nice. But I liked the furniture item very much, service was good, exactly what I expected but I think the prices they charge is too much. I could probably get something comparable elsewhere. I probably wouldn't waste my money there in the future.",2.0
"Y of New York, NY","Original review: May 8, 2018","I ordered a dresser from West Elm. It came on May 02, 2017. And it was defective the day it arrived. The company's customer service cannot call to schedule a repair in 10 days. Just scheduling, not actually coming into your home to fix it. And they said appointments are at least 2 weeks out. Which means that you will pay money up front, wait for 2 weeks for it to be delivered. And then wait for another 24 days for someone to come into your home to fix it. In order to return it, I was transferred back and forth between the Service Delivery Team and the Furniture department. And each transfer, you need to repeat ""why you are calling."" My first call was at 11:09 am. Now... more than 1 hour and 20 minutes later, I was able to schedule a return.",1.0
"Jiayi of Schenectady, NY","Original review: May 8, 2018","First of all, I do NOT recommend anyone try to order anything online from them, or even buying any furniture from them, if you have not seen it in your local store on display, or you don't have a cc that give you a price match guarantee, or both of the above. I was so excited to find the ""Dorian"" sofa when I was browsing through the internet, went to the store, didn't find it there. The sales person informed me that if I would like to see it in person, they could have it shipped to the store for display, but the shipping is on me. Yup, you heard it. And their shipping for furniture? Starts at $199 and for items over $199 is $299 (tax counts too! you're looking at a piece of furniture that's $999? Sorry, tax will make you pay $299 shipping instead). That's INSANE compared to other furniture companies.",1.0
"Daniel of Ann Arbor, MI","Original review: May 7, 2018","I ordered several things. They hold up nicely and were customized with monograms. The furniture is easy to assemble, lightweight without being cheaply made. They work well for what they were made for. It was good and I love the quality and design of the furniture. I ordered online and the shipping was fast and packaged well. Love the catalog has new things in it each time. It’s young and fresh and trendy for young people. Unique furniture I can’t find in other stores. I like styles are modern and useful ideas for functionality and organization. Looked other places for similar stuff but couldn’t find. Would recommend West Elm to a friend or family member. I especially like the organizational functional things and would love to see more of that. The color selection and patterns available in each product. Also, the prices are a bit higher than I’d like to pay for certain things.",5.0
"Tiffany of Wilmington, DE","Original review: May 6, 2018","I liked that there were different styles and colors available in the different pieces of furniture. I like to mix and match and shopping here made it very easy to do so. But I would prefer to be able to have more helpful and knowledgeable store workers. I like to find what I am looking for without hassle or attitudes from store workers. And I don’t like to deal with peoples attitudes, it changes my shopping experience and most like will not continue to patronize them if I run into those kinds of issues. But my overall experience was okay.",5.0
"Keith of Laurel, MD","Original review: May 5, 2018","Love how authentic the store feels. It felt much more like a smaller mom and pop store that you felt good about purchasing items from more so than a typical mainstream store that more people shop at. Also, quality merchandise that is much more handcrafted than what you would see at a more mainstream furniture store. It was a fun experience. But I wish there was a larger inventory. Have had instances where I was looking for something in particular and it was out of stock at the moment.",4.0
"Marianna of Melissa, TX","Original review: May 4, 2018","We’ve been waiting for bedding since March. It’s been on backorder for the 4th time since purchasing online (even though it said available). I’m a designer shopping for a client on a design deadline & I will NEVER purchase anything again online. When contacting customer service, on the phone she could care less & basically blamed it on the warehouse.",1.0
"Alyssa of Waukesha, WI","Original review: May 4, 2018","My overall experience was great. The store suits personal style as well as style of home. Sales associates are very attentive, helpful and knowledgeable. On the occasion I was there to make a large purchase of several statement pieces for my home, it helped me to feel less overwhelmed. But they can be a bit imposing. Depending on the mood you're in or the occasion you're shopping for, that can be a negative or a positive thing! ",4.0
"Debi of Spokane, WA","Original review: April 29, 2018","West Elm has a variety of items for lots of rooms to look at, they also have addition items such as lamps, fun to shop, can stay there for a long time just browsing lots of knick knacks etc to give you an idea of the what the full room can look like. I liked the options and all the items in the store, it had a new smell and keep me interested. Have a fun time browsing and looking at room ideas, there is a lot to look at, can spend a long time dreaming about new decorations and new room ideas. It was a great experience and one I'd do again when I needed to purchase more things.",3.0
"Cailen of Lincoln, NE","Original review: April 28, 2018","West Elm is one of the prestigious furniture stores and they provide a wide selection and quality of materials from bedroom, to your kitchen, to your bathroom and living room. West Elm offers modern furniture and home decor that features inspiring designs, styles and colors. I liked their designs, their shipping method and they have a good customer service. However, one of the things that saddens me is the fact that sometimes their products are out of stock and it takes time for them to have the product again on their site. West Elm gives sales and discounts but the discount is not that much. They can improve their percentage of deals.",4.0
"Amber of Philadelphia, PA","Original review: April 27, 2018","We have had our sofa for less than 6 months and the fabric is already pilling all over and the cushions are deteriorating and losing their shape. They're not reversible or able to be rotated. I've reached out to West Elm's customer service with details and photos and their only response was that this is ""standard wear"" and that I should go buy a pill shaver if I have an issue with it. A. Why should I have to go spend more money on products to fix their terrible quality furniture? B. Not sure how a pill shaver will bring back the shape of the cushions??? They completely ignored my issue with the cushions.",1.0
"Ron of Santa Maria, CA","Original review: April 27, 2018","The store is well designed for an easy shopping experience, with many choices and options. Great variety of styles and degrees of luxury, good variety of price ranges to fit the needs of all different types of people. The options are great and it has all the things you need for your home and office. It was an enjoyable shopping experience, easy to navigate the store and their website, great products, easy checkout experience and very knowledgeable staff personnel.",4.0
"Michael of Indianapolis, IN","Original review: April 26, 2018","I was turned onto West Elm by a friend of mine and was so glad I was. It is modern and has new and up to date furniture, and great sales and excellent financing. Awesome and convenient. I will look forward to them in the future.",4.0
"Jane of Bowling Green, KY","Original review: April 25, 2018","Our store experience was absolutely amazing. We were full of questions and the sales associate was absolutely amazingly informative and very courteous. They definitely deliver on all aspects of true customer service. We love the beautiful accents of West Elm. It is absolutely the best and stands up for years and years of wear and the beauty of this furniture will keep you returning again and again. It is truly worth every dime you pay for it. In this day and time most places makes you choose between true quality and affordability, not West Elm. There you get both!",5.0
"Nicole of New York, NY","Original review: April 21, 2018","I ordered the Eddy Flip Sectional Sofa in 2017, and the item was delivered on 12/27 without any delays. However, the delivery folks noticed that the legs for the ottoman piece of the couch were missing.They said that they would get in touch with their warehouse to request shipment of the missing piece right away. I was told that someone would call me with an update. While someone may have called (I receive many calls from toll free numbers), nobody left a message. After a few days, I received a set of legs that did not fit. I called Customer Service, explained the situation, and I was told that they had no record of legs being shipped but that an order for the legs was being placed.",1.0
