Field1,Time,Content,Rating
"Evren of Brookline, MA","Original review: Nov. 26, 2013","I wanted to share my big disappointment with Ikea this evening in ConsumerAffairs after waiting an hour on the phone hoping to speak with someone can understand how unpleasant situation they put me in. I relocated from CA to MA 2 weeks ago, and like every time I moved, I directly visited Ikea store to buy my furniture. As a frequent mover and having done this 4 times before, I think I can count myself a loyal Ikea customer. I would not even want to mention how I have advocated your products to my friends every time they complain about the quality.",1.0
"Monica of Los Angeles, CA","Original review: Nov. 9, 2013","I went to Ikea to purchase a new bed. I slept in it for a couple days and kept waking up with red bumps everywhere. After conducting further research, I realized that I have a bed infested with bug beds. You sold me a bed with bug beds and now I am covered in them, and they won't stop itching.",1.0
"Larry of Essex, NY","Original review: Oct. 22, 2013","I bought 2 floor lamps and the bases are metal on top, with I think, plaster for weight underneath, with a black plastic covering on the bottom which seals it all. The plastic, and the plaster both disintegrated after some time. I first noticed that there were bits of plaster on the floor, picked up the lamp, and the whole bottom fell off. This happened in my apartment in NYC, a very nice place in a landmark building that does not have radiant floor heat, which Ikea might argue dried out the plaster. Repeated attempts to contact them about some sort of solution to the matter, even though I sent pictures of the bits of plaster and the hollow bases, have been met with, ""Our products are only guaranteed for 90 days. You may take the product to an Ikea store, but there is probably nothing we can do.""",1.0
"Eteri of Bellevue, WA","Original review: Oct. 20, 2013","It is very rare that I am brought to the point of very high disappointment and frustration, where I have to write a negative review to the company I have trusted and recommended to many clients of mine. Today's incident has changed my perception about IKEA! Today, my husband and I decided to buy some furniture for guest room in IKEA. Our little daughter was with us, and during the road trip, we decided to put a pull up on her so we would not have to stop at gas station if she will need to go potty. When we arrived at the store, first thing we see is play area for kids. Our daughter got very excited to go in there. There was no one at the register, but several ladies were just standing inside and didn't even pay attention at the kids. ",1.0
"Stephen of Long Beach, NY","Original review: Oct. 18, 2013","Bought a new kitchen from IKEA in February 2013 due to Sandy. Microwave has broken down with the same problem 3 times now & IKEA says under warranty, they will only repair & not replace unit. I have been without a functioning microwave now since August 2nd, all for the same issue 3 times now. The unit is scheduled to be picked up again on 10/26 (the earliest they can get someone here). This is not a cheap unit, costing $700.00. I should expect better & my unit should be replaced with a new one. Can you help me?",1.0
"J of Alameda, CA","Original review: Oct. 8, 2013","We paid Ikea delivery department in Atlanta, GA to deliver our items. They outsources to 3PD. Both have been giving us the run around for 5 days now, with call wait times so long that I photo-documented them. Now I am going to have to drive over 30 minutes for the 3rd time since last Wednesday to get this problem resolved once and for all. We will never ship with them again.",1.0
"Hugo of Brookline, MA","Original review: Oct. 4, 2013","I am writing to express my complaint about an order delivery experience that I had with IKEA (plus UXWH). I received multiple emails from both IKEA and UXWH about delivery time and date. So, I ended up receiving my packages today (October 4). But, to my surprise there was one package missing and nobody seemed to know anything about it (including the delivery guys). I went back and checked my email, no notification or anything. I checked my phone, no missed calls or voice mails. So I went ahead and called IKEA. They put me on hold for about 30 minutes, plus all the transferring your call systems. I finally talked to the person who is in charged for online transactions. He seemed to have no idea about what was going on with the missing package. He had to put me on hold to look for it, etc. ",1.0
"Shelly  of Darien, CT","Original review: Sept. 21, 2013","Don't use their delivery - not worth the frustration! They got my address wrong and couldn't figure out how to fix it. Spent hours on the phone trying to fix it! When you look up the word stupid in the dictionary, they should have the Ikea logo there! Buyer beware!",1.0
"Terry of Poulsbo, WA","Original review: Sept. 18, 2013","I placed an online order for a slip covered chair, ottoman, and an additional cover for a sofa. My credit card was charged within the hour in spite of what I understand to be a VISA policy that merchants are not to charge VISA Credit Cards until the merchandise has been shipped. I e-mailed customer service to inquire why my card was charged immediately and to obtain a shipping date. After 3 days, there was still no reply to my request for information regarding my order. I called to cancel my order and was told that my card would be credited within 5 days. Six days later, no credit. I called again and was told that the credit was processed yesterday and that I would be seeing the credit within 5 days (a total of 11 days to credit an account that took less than 1 hour to bill). When asked why it took 5 days to process the credit and only 1 hour to process the charge, the response was ""I don't know, maybe they're busy"". I do a lot of online shopping and this was, by far, the most frustrating company that I have ever dealt with and I will never deal with them again.",1.0
"Chuck of Ct, ct","Original review: Sept. 16, 2013","Ordered full family room wall unit, office desk and file folders. Used IKEA's pick, ship and assemble service. Sales lady said everything was in stock. Delivery was ""supposed"" to be made on a Monday approx. 3-weeks later so they had the time to ship and setup the same day. Sunday night, we got a call they would arrive between 9-1 on Monday. At 1:15 on Monday, no one had arrived or called so I called IKEA Customer Service.... They told me to call Urban Express, the shipping/setup company. They threw the ball back at IKEA. ",1.0
"Peter of Arlington Heights, IL","Original review: Sept. 15, 2013",Sept 2nd - Order Number **,1.0
"B of Fort Worth , TX","Original review: Sept. 14, 2013","I decided to cancel my online order after I was charged. I called Ikea & hold time was 1 hour and 30 mins - I was told the refund would be 5-7 business days. Then it never posted so I called again, said the same thing so we waited again. Refund never posted, called Customer service for the 3rd time... Requested to speak to a manager - representative said there was no one available and they were backed up and my refund was being worked on in the back office. Also I was told that there were only 4 people in the department. Rep took my number and said the manager will call me when he gets in or when he can... By the way... A month has passed, no refund almost $700 we are out of... I don't know when we will see it.",1.0
"Mark of Glen Mills, PA","Original review: Sept. 11, 2013","I ordered my furniture. They scheduled a delivery. Furniture was a no show. I called, they claimed a broken truck. Instead of being first on the list for delivery, they wanted to postpone my delivery a week. Not acceptable. I have been on hold a few times for longer than an hour trying to cancel my order. Still no answer or any responses to my online complaints. It's all out war now. Calling my credit card company now.",1.0
"Darrah of Loves Park, IL","Original review: Aug. 30, 2013","A sofa was delivered that was defective. I needed to contact IKEA to discuss options. I called their customer service line and had a 40-minute wait. I was told to email pictures and that a CSR would call the next day. I never got a call back and after submitting a complaint online, I finally got a call about a week later. The CSR texted me several options and I decided to accept their reduction in price rather than having a new sofa sent. The agreed to credit has not shown on my credit card and the table they agreed to pick up free of charge as part of the negotiation has not happened. I attempted to contact them again and after several attempts and waiting at least 1/2 hour each time (true!!), I was told that they didn't know when the pickup would occur but that I could just leave the table outside my door if ""it was safe"". The CSR said she had spoken to my husband numerous times (not true) and that he said there were two tables to pickup (again, not true). The CSR, Ms. **, was very rude and treated me as if I were an idiot. I will never order online again! !",1.0
"Hate of New York, NY","Original review: Aug. 24, 2013",BEWARE! IKEA is run by people who do not care about customer service and who do not know what is going on. I know you think you are saving money but you will only have headache and stress and lose time at work waiting for delivery and assembly to show up. TIPS IN CASE YOU ARE FORCED TO SHOP THERE:,1.0
"Dani of Miami, FL","Original review: Aug. 22, 2013","First it's such a pain to find the location of this store... Parking Yark! Shopping carts everywhere (be careful with your car). Inside the store.. Confusing and no service! I got the worst cashier today... so nasty unbelievable.... Management dept to help me.... Zero minus zero! Overall Worst store experience I had for a long time. Go at Lowe's, Home Depot, Walmart, Target.. You're better there than me driving an hour to experience Ikea! Thank you all to read my comment and beware please!",1.0
"Asim of Aurora, IL","Original review: Aug. 19, 2013","I wanted to buy Article Number: 702.430.38 (FRIHETEN Corner sofa-bed) and went to buy this at store: Bolingbrook, IL, USA. I checked in the afternoon today (8/18/2013) around 2:30pm and then went to the store. By the time, I went to the store somebody else had bought that one piece that was left. I then went to the customer service staff at the store and they told me that the same sofa might show up tomorrow (Monday). I inquired if I could put a hold on the piece they were going to get tomorrow but they told me that I COULD NOT put a hold on that the day before. Apparently I have to call the day I want to buy to make sure it is in the store before heading out and drive 16 miles to get to the store. According to the store I could not even put a hold on the day of when the item would be available again. Which If I am unlucky, could again be bought by someone else? They also cannot sell me an item that is not in the store. What a bummer…. They do not even sell using a phone calls… bummer, bummer, bummer….",1.0
"Tas of Romeoville, IL","Original review: Aug. 1, 2013","I purchased items from the Schaumburg store on 7/31/2013. I used your picking service, delivery and setup service ($40.00, $59.00, $249.00). When I placed the order with your floor sales representative, I gave him my list which included a bed frame for a full size bed, including the price on it! When the price on the order changed by $20.00, I did ask him to check on the price difference - his response: ""The price on the item has changed,"" not that he had placed an order for Queen Bed Frame as opposed to Full size bed frame. When I wen to pay for my items - I asked to cashier to ring up my items for two separate orders and he did not listen (items I purchased) and the order for delivery and furniture setup. He rung it up all on one order. Then indicated he could not correct and I would have to go to Returns and Exchanges.",1.0
"Alice of San Francisco, CA","Original review: July 26, 2013",Worst Customer Service Ever! (Ikea East Palo Alto): I purchased close to $2000 worth of items and paid the delivery fee to have most of them delivered due to the bulky nature of the items. In my purchase was 2 nightstands that they did not have in the self serve area (no clue on the reason because they were very small items). I needed to get the full service desk to print out the coupon for them to be purchased. I asked 3 separate areas and was told that people at the deliveries counter will assist me. I ask the people at the deliveries counter and they tell me those WILL be delivered with my other bulky items. This is where the drama starts:,1.0
"Mike of Flagstaff, AZ","Original review: July 18, 2013","We have been almost two months without a kitchen and IKEA has done nothing about it, except offer us a gift card. Plenty of....'were sorry, etc.', but nothing concrete to resolve our situation. Think twice before you go with them....they may be cheaper, but do you really want to be without a kitchen for almost 8 weeks. This was all due to their sub-contractors and the incompetence they exhibited throughout this process. IKEA has only said that they can't do much about this, and this is something we find unacceptable. If you want the whole story, you can write me at ** and I will send you a lengthy chronologically order of what happened.",1.0
"Linda of Fairfield, CA","Original review: July 9, 2013","We went online to order a recliner and had to enter our local store to see if it was in stock. When we were at the final screen before submitting the order, we noticed it would take 2-3 weeks for delivery. We called the store to confirm it was in stock and ask why it would take so long. They told us that in order to get it delivered next day we had to go to the store. When asked what the difference was in delivery time if it was coming from the same location, we were told that's just the way online orders are handled. Are they kidding?! If they can deliver it next day if I go into the store, why can't they deliver it next day when I order online?",1.0
"Shan of Singapore, OTHER","Original review: July 3, 2013","After reading almost all the reviews, one final word to say is THEY ARE BIG, WE ARE SMALL. Their business is made of small customers/consumers. Do they realize that? They should improve on the warranty policy of original receipts. There are many who do not keep them or become so faded after a long while. Surely, the date of purchase, name of person suffice? They spent so much on their IT database to keep track of customers and their purchases all for nothing? Complaints seem to be getting more and more. They should look and resolve. I arranged delivery and installation for Udden Kitchen cabinet. They told me it will be between 1 and 4pm 3 days later with a promise to call BEFORE DELIVERY. ",1.0
"Johnson of Mobile, AL","Original review: June 23, 2013","PAX and Ikea stuff is crap. While assembling my PAX wardrobe, I got to the point where you hammer in the star nut for the leveling legs. It was flush and when I screwed in the leveling leg, the star nut was already wobbling. I pulled on it and it came right out. I put the board back down and hammered again, and completely crushed the particle board. The corner then just came off in my hand. I cannot believe that this design has ever been successful. There is no way a star nut is going to stay put in particle board. What a piece of crap. I'm returning all of the other pieces I purchased. I think I'll just stay away from Ikea. Any extra cost for good furniture will be well worth my quality of life.",1.0
"Gail of Mpls, MN","Original review: June 17, 2013","I went to IKEA to return a $7.99 basket. I had my 80 year old mother with me. I picked her up from her home and it’s a half hour drive from her home to IKEA. As we were walking into the store, she became winded and decided she would rather wait in the car for me. This was a good thing since the store is so large and I had to walk the whole length of the store to get to the return counter. When I got to the return counter, there were half a dozen people waiting in line. I waited patiently for ten minutes and in those ten minutes, they were still servicing the people who were already at the counter when I arrived - the line hadn't moved. ",1.0
"Julie of Chester, OTHER","Original review: May 9, 2013","On 28th Feb. 2013, we bought over $1,500 worth of products from Ikea in Warrington. These were scheduled for delivery two days later so I cancelled my plans to accept it. I got a call from the driver who said the lorry they had sent was too big to fit down my road so I would have to reschedule. They rescheduled me without telling me what date and then left me a message to say they couldn't even do that date. I arranged another date for the Saturday after on a suitable sizes lorry. (I was promised it would fit down my road.) Again, I got a call from the delivery driver who said he couldn't deliver as they had sent it in the same size lorry again. Second day wasted. I was promised a call that morning which I got late in the afternoon from a manager who apologized and rescheduled yet again for that afternoon between 4 and 6pm. 6:30pm came with no sign. ",1.0
"Amanda of Kanata, ON","Original review: May 7, 2013","My child received the play tunnel as a birthday gift in May of 2012! We had no issues with it until February 2013 when my son entered the tunnel and got his head stuck on a string coming from the product. I thought he was just having a tantrum as that was his mood in the morning. My child was struggling and crying to get out when I tried to grab him (the string was around his neck) and I cut the string off! My child has a mark all around his neck! He was so scared and I reported and took pictures right away! The guy who was working on my case said to bring it in and get refunded and they would send it away for the investigation! This was on February 25 and it's now May! I still have not heard back! I did contact the guy dealing with the case and he said he did not hear anything yet! This really frustrates me as I do not want it to happen to another child! My son is much better. It took almost two weeks for the mark to go away and it was very sensitive and he would cry when I touch it! If I do not hear anything back in a few weeks, I will be taking legal action!",1.0
"Barbara of New York, NY","Original review: April 25, 2013","I just got off the phone with Ikea and I am irritated and frustrated. I bought the Brimnes twin size trundle bed and yesterday, my daughter and two of her friends were sitting on it and it collapsed. These are young petite girls, but it shouldn't break anyway. They will not send someone to disassemble it. They will not pick it up. I can get my money back since it's within the timeframe. However, this bed has so many parts. It is so complicated to put together that although I built her desk and bureau from Ikea, but I had to pay for someone to help me finish it. I will now have to hire someone to take it apart and put it in my car because it was so heavy. I am very disappointed with the product and customer service.",1.0
"Inanta of San Francisco, CA","Original review: April 24, 2013","I purchased on April 23 a bookcase w/ doors and dresser including delivery and assembly for the next day around 9 am-1 pm. The next day around 10 am, they called and said, ""One of the panel doors was broken and wait for shipment from other store."" I said, ""I saw a lot of them at the shelf when I grabbed them yesterday."" - ""Oh, they're probably bad the whole shipment; I checked it myself. They're all broken."" ",1.0
"Zantha of Brooklyn, NY","Original review: April 24, 2013","The delivery man at Ikea called me at 7:26pm to verify my address as it was stated incorrectly on my form and said he will be at my place within 30 minutes. At 7:54, I received a call from Ikea stating that my product will not get delivered and if I want delivery, I will have to pay another delivery charge of $59.00. I explained to the young lady from Ikea that I spoke with the driver, and he confirmed to me he will be coming to my address to deliver. After 5 minutes on the phone explaining myself, I was told the products are getting sent back to Ikea and that I must come into Ikea store to pay the re-delivery charges because I didn't have a scanner or fax machine at home. This was at about 8:08pm.",1.0
"Michael of Mchenry, IL","Original review: April 21, 2013","On March 29, I ordered a rail system for some bookshelf doors. On April 13th, I contacted customer service to get a status of my order. They stated the item had been shipped but they could not find a tracking number. So they told me they would resend the item. As of today (April 21), I still have not received the item. I am waiting for a response to my email. I paid $10 for the item and $10 for shipping. It should be a simple matter to ship the item. If Amazon could handle it, why can't an international company like Ikea handle it?",1.0
"Cindy  of Swanton, OH","Original review: April 10, 2013","I drove an hour and a half to purchase two beds and a TV stand from IKEA. When I put the beds together, the midbeam was not included in either bed. I called IKEA and spoke with a supervisor about the issue. And although it says online that the midbeam is included in the price, the ""guy"" on the phone proceeded to tell me that that was an online price and would not honor the price. It did not say anywhere on the website that it was an online price and that the only place I can purchase the midbeam is at IKEA. ",1.0
"Bil of Smithville, ON","Original review: April 8, 2013","We purchased Ikea for insurance replacement with delivery and installation. We have nothing completed, rude and abrupt service and missing parts. After spending over 1,000 on just the delivery and assembly of 4,000 worth of furniture, the order arrived incomplete and some damaged. We were told we had to pickup parts of the order personally. We've spent over 6 hours on the phone with their customer service and a very rude and arrogant manager named Sal in Burlington. No one is returning calls. The setup people, two of them, showed up at 1:30 on Sunday afternoon to set up and left at 6 with the job less than half done. They said we had to call and arrange or buy more time to have everything assembled. We also had to clean up after them leaving screws and boxes and pieces all over. ",1.0
"Jana of Jenkintown, PA","Original review: March 20, 2013","Okay, so I like IKEA to walk through with friends, pick up a few odds ends (generally candles, kitchenware, etc.) Kind of eye candy feeding frenzy. But I needed a mattress and so why not? I had explored other options. I had difficulty with sagging, etc., so give it a shot? I went to the department and sprawled out on beds for a good few hours. I spoke to a rep who swore by his foam mattress that he and his wife had for years. I left the store and over the course of a week, I decided I'd do it. Heck! 25-year warranty?!",2.0
"James of Davie, FL","Original review: March 17, 2013","If your time is worth zero or near zero and you like the feeling of shopping in a cattle chute where shoppers are pressed to move forward, IKEA may be a furniture store for you. Today, I spent hours at IKEA finding and lifting a queen-sized mattress, related bed parts and other fabricate yourself boxes of furniture parts, including those for an eight-drawer dresser. Next, I rubber necked in an IKEA checkout line, where other shoppers also were struggling with carts holding heavy boxes. Then, I waited to arrange and pay for IKEA's 3PD delivery service, when I clearly should have opted for loading my purchase into my Suburban.",1.0
"Rob of Lisle, IL","Original review: March 15, 2013","In August 2011 I made good on a promise to our teenage daughter to repaint and spruce up a room for her and her friends to hang out in the basement of our old house. When it was all done, I agreed to a trip to Ikea to get a futon, some chairs, a TV stand, etc. After the usual hours of assembly with Ikea things, it all looked great, at least for a few months. One day she and her older brother mentioned to me that there was something wrong with the futon. On examination I discovered that the frame supporting the seat cushion had broken squarely in the middle (see photo) making it completely unusable as a couch. So I proceeded to look for receipts, take pictures, and prepare myself for the long drive to Ikea in Bolingbrook where we had purchased it. Here’s the rest of the sad tale in chronological order:",1.0
"Janelle of Mclaren Flat, OTHER","Original review: Feb. 25, 2013","I purchased some meat balls on Sunday afternoon for $2.50 at the end of the registers and got more than I bargained for. I have been very ill for the last 24 hours not being able to keep anything down. I want to report this, if anyone else became very sick also.",1.0
"Karin of Athens, OTHER","Original review: Jan. 12, 2013","I shop a lot at IKEA airport store that's the closest to me. Up till now, I've been very pleased with the service, cafe, etc. But about 2 months ago, I wanted a coat hanger and a shoe rack (together, looks like a set). The hanger was not available and because there were only 4 pieces left of the shoe rack, I bought that because they told me the hanger would be in soon. For the past 2 months, I've been calling twice a week giving the office the hanger number to check and still nothing. But already, a few times, they got this hanger delivered in the Kiffisou shop. ",1.0
"Han Shin of Arlington, TX","Original review: Jan. 12, 2013","Regarding work flow and work quality of IKEA, I would like to complain and am wondering if the product would never be delivered.",1.0
"Patricia of Terlingua, TX","Original review: Dec. 19, 2012","I ordered online from IKEA. I had several delivery issues come up (had to send one item back for a replacement because it was incorrectly described on the website). In trying to figure out when they were going to deliver, I had serious difficulty in contacting Customer Service. I never waited less than 20 minutes for assistance, and most of the assistance I got was useless. I had one silly girl after another telling me they could only tell me what was on the computer, that they knew very well the computer was not up to date, and that unfortunately, there was nothing anyone could do about that. ",2.0
"Cherylann of Clermont, FL","Original review: Nov. 20, 2012","I ordered a mattress and bed on 11/06. Expected delivery date was 11/19. I wanted the order in time for guests who were arriving on 11/18. I figured a delay of one day was okay. I found out today that the delivery date was only to the local delivery company (who is not Ikea). They told me they now have an additional 10 to 14 days to deliver the set. My guests are leaving 2 days after the arrival. In all my years, I have never experienced such a long delivery time except on a special order. Also, I had great difficulty finding any one to complain to. Their email does not work. They have no option for complaints on their phone service. I finally went to the order department to complain. Needless to say, I won't order from them again.",1.0
"Susan of Miami, FL","Original review: Nov. 18, 2012",I bought a mattress. It sagged. IKEA would not stand behind their 25-year warranty. They sell junk and hire stupid people that cannot get a job anywhere else.,1.0
"Michelle of Summit, NJ","Original review: Nov. 16, 2012","I purchased a Moheda Sofa Bed from Ikea in Elizabeth, NJ on Oct 26, 2012. Within two weeks, the fabric on the sofa had stretched and warped so badly that the top of the sofa is now permanently wrinkly. The supporting form has also compressed so that now every time you sit on the couch, you feel the wooden frame that is built into it. I contacted Ikea Customer Service about this. After I sent five emails, it took them over a week to call me back and tell me that ""warped, stretched fabric after two weeks of owning a sofa does not count as defective,"" and ""since we can't feel the foam, there is nothing we can do about it.""",1.0
"Jocelyn of Houston, TX","Original review: Oct. 28, 2012","I have always been in love with items IKEA carries. But after going there today, my perception has changed. So first, my family recently purchased a TV so we decided to go to IKEA in Houston, TX to look for a table to put the TV on. Upon arriving in the department we needed to be in, we noticed the employees do not look for you. You have to go up to them. Anyway, there were two employees there and my mother went to get help because we had a few questions. She asked one of them, ""Can you help me?"" (Mind you, she does have a strong Spanish accent.) The other employee rudely told my mother, ""She doesn't speak Spanish."" I completely thought that was uncalled for, considering my mother asked in English for help! However, surprise, the employee did speak Spanish. I don't get annoyed easily but that hit a nerve.",1.0
"Julie of Boulder, CO","Original review: Oct. 13, 2012","We went to the Centennial Colorado store, which is a 100-mile round trip for us (I had found the perfect beds for our teenagers, at the IKEA online website). We went to the Bedroom section of the store, with my printout of the beds in hand, found the beds in the showroom; and told the salesperson we wanted to order 2 of the OPPDAL beds, like those in the showroom and I showed him my picture printout. The showroom OPPDAL bed was ""black brown"". My printout of the bed was ""black brown"", and what did the salesperson order us? Medium brown! **?! Are you kidding me?! We paid for them to be delivered to us ($100), since our car does not hold that much, and when the beds arrived, they were the wrong color! When I called to complain and requested that the right color be delivered to us, IKEA said they could not bring the correct color, that we had to bring the incorrect bed pieces back down to the store (remember, we had them delivered in the first place because we can't get them in our car!). ",1.0
"Liana of Miami Beach, FL","Original review: Oct. 11, 2012","We ordered kitchen from IKEA. They told us they were going to come and install and made an appointment. One day before, they called us to say they didn't do installation anymore. Just like that, after we've been waiting a month. We had to look for a contractor. Finally we found one, but when we had the kitchen delivered, we're missing an item and the sink bowl was the wrong one. We wasted so much time calling IKEA because they make you always wait for more than 30 minutes. The worst customer service ever! It turned out to be bad quality kitchen! I will never recommend them to anyone!",1.0
"Goktug of Davis, other","Original review: Oct. 4, 2012","I have been trying to contact a single responsible person from IKEA but I have not managed to do so. What kind of corporation is this, holding people on the phone for more than half an hour and forcing them to close the phone by forcing them to listen to the irritating repetitive commercial? Don't you think that a person who has received delivery with missing items are not interested in other IKEA products? At least, show some respect and stop playing that commercial to people who are calling to report a complaint. Moreover, the Contact Us link has four options:",1.0
"Ares of Maple Ridge, BC","Original review: Oct. 2, 2012","I was extremely disappointed after trying to purchase a $1000 plus bed set. In-store salespersons were rude, indifferent and not knowledgeable. Ikea seems not to care about mounting customers' complaints. Bureaucracy-like sales procedure is lengthy and inefficient. I will never shop again at any of Ikea's outlets, and I'll do my best to let everyone I know to take their business elsewhere. Just one dissatisfied customer offsets tens of thousands of spent advertising dollars.",1.0
"Sharekh of Atlanta, GA","Original review: Sept. 29, 2012","I purchased a MALM 3 drawer chest (80144740) from IKEA Atlanta on 09/21/12. While setting up the drawer, one of the back panel was missing. I called up IKEA Atlanta and after all the computer-generated options, finally someone named Virginia picked up the call. When I told her that the back panel was missing, all she could say was, ""We are sorry, please come and pick it up,"" from their store and that there is nothing that they can do . On asking for the supervisor, I had to hold on for 2 minutes then someone named Tiffany picked up the call and repeated the same thing, that I have to come to IKEA and pick it up. This is not my mistake. Why should I come to IKEA and pick up? I live quite a distance from IKEA and this is not right. So every time I come to IKEA and buy something, there is no guarantee that all the components would be there in the package and there is no way to make sure! This is so bad and the IKEA after-sales service sucks. They should learn it.",2.0
"Joe of Berea, OH","Original review: Sept. 28, 2012","Missing parts bag in box, fan/motor unattached hanging by wires: I purchased a Luftig Range Fan Extractor from IKEA. When the contractor opened the box to install the unit, it was missing a parts bag. I called IKEA number which is actually Whirlpool's number and was told I would have to buy the part since the unit was not installed within a month of purchase, and then told that they would have to get back with me next week as they had to research which parts came in the parts bag. I sent an email to Mr. Ohlsson, CEO of IKEA and another email to Mr. Fettig, CEO of Whirlpool. Whirlpool is not the company their name was known for. The shear number of complaints is overwhelming. But at IKEA website, they did not say this was a Whirlpool item, nor were Whirlpool's terms disclosed. Buyers, beware! Fool me once, shame on you; fool me twice, shame on me!",2.0
"Heather of Boston, MA","Original review: Sept. 13, 2012","Don't order online or get items delivered. I ordered a simple counter height table online for $99.00. Instead, I received some bizarre wall mount counter, listed at $39.00. It took days to get someone on the phone, as none of their online personnel could help me exchange it. Shipping on this item was $40. I presume it's going to be a lesson learned never to go to IKEA. Too bad for you, IKEA; I have a whole kitchen to remodel. Your loss is economy hardware's gain.",1.0
"Brian of Haddonfield, NJ","Original review: Sept. 10, 2012","I bought a bookcase from IKEA. They said it is very easy to assemble. Some of the parts would not stay in the holes. It was rocky. I called them and asked them what to do. They said bring it back as is. I said I have it down my basement and it will be very hard to get it upstairs. They said it must be defective and they will take it back if it cannot be fixed. I took it upstairs and it fell apart part of the way and by the time I got it to my truck, it broke apart the rest of the way. I had dropped my receipt and they said they don't take things back broken like this and they need a receipt. There were barcodes on the boxes. They said, “Get out of here, nasty.” I said I am calling my credit card company, which I did, and they are going after them. They are very poor business people.",2.0
"Scott of Circleville, OH","Original review: Aug. 31, 2012","Remodeling the entire house, the girlfriend said, ""Let’s go to Ikea."" I never heard of Ikea before that. Big mistake! I should have done some research. What a joke. There’s nothing like dealing with incompetence two hours away, over the phone, after being on hold for 45 minutes. Big headache. If, for some reason, you have to shop at Ikea, don't have your stuff delivered. Don't do it. Buy it, inspect it before you put it in your truck, and then assemble it as soon as you get home. I pity you if you have to call them, you poor sorry fool. I think the only idiots buying this stuff and are happy about it are the illegal aliens stealing our jobs!",1.0
"Robert  of Decatur, IL","Original review: Aug. 17, 2012","IKEA is a 130-mile drive for me. I was there, talked to the associate to get a Galant desk. She gave me the parts numbers to get. They are all wrong. I am now forced to take another full day trip to IKEA because of their incompetence. I will never shop there again. It is not worth it.",1.0
"Gary of Attleboro, MA","Original review: Aug. 15, 2012","I waited 6 hours for IKEA to pull my order and it is all on the security cameras for proof! This was the most horrendous experience shopping at the Stoughton, MA, USA store on August 11, 2012, in fact the worst in my life. I arrived at the store with a specific list of items, proceeded to the kitchen department and placed my order in a very timely manner. The sales associate was very knowledgeable. I then proceeded to the checkout and again, my purchase was paid for in a very timely manner at exactly 1:40 pm as noted on the receipt.",1.0
"Shivendra of San Mateo, CA","Original review: Aug. 15, 2012","Ikea has the worst set of employees and customer care. Their delivery service is so bad. They call you once to come outside the house and if you take 5 minutes, they just leave. And if you try calling the driver back, he doesn't pick up. I'm very angry! People obviously will lose interest in them.",1.0
"Suse of Montreal, AB","Original review: July 18, 2012","I tried the foam mattress on display and I looked at the sample on the wall. The mattress in the showroom was firm. I bought the mattress and took it home. At home the mattress was too soft. I opened the mattress cover and saw that the foam inside was not the same with the one they had on display. They displayed a firm white foam. The foam in the mattress I bought was brown, soft, and stained. They don't sell the same as what they display!",2.0
"Michelle of Melbourne, FL","Original review: July 15, 2012","I drove 65 miles to IKEA today to be disappointed and irritated. I have never been there before and never ever will I go back. First, I wanted to say that if you're calling them for any help, be prepared to wait 30-40 minutes. When I went to IKEA, I had the worst customer service. I was buying a bed frame. I understand the concept of buying pieces separately but if you are unsure of what you need, there should be some kind of assistance. ",1.0
"Linda of Dana Point, CA","Original review: July 13, 2012","When I came back home from work, I found my glass table had exploded. The glass table was in a cool room with no sunlight. When examining the room, I found the glass flew across the room and even punctured the wall. There was a printer under the table. The printer has a dent, but I am not sure if it is still working or not. There was also a lamp on the desk. I’m not sure if it is functioning.",1.0
"Michael of Louisville, KY","Original review: July 11, 2012","IKEA refusing refund - I purchased IKEA kitchen island, wall cabinets, sink and sink base at around $2000. I spent hours at the store working with the IKEA staff and going over my measurements. The Ohio store is a 120-mile drive. I bought the stuff long before my remodeling because the sink base was on clearance and to be discontinued. It was the perfect solution to an odd space in a Victorian house. ",1.0
"Ea of Orinda, CA","Original review: July 10, 2012","IKEA Whirlpool convection oven - We remodeled the entire kitchen with IKEA Whirlpool appliances with 5-year warranty. I have had service on this oven 6 times in 6 months. Each time we try to run the self-clean component, the oven overheats, blows fuses and shuts down. We have asked for a replacement because we believe the oven to be dangerously defective. Whirlpool refuses replacement because they hold that the warranty is a limited warranty for repair only. In the meantime, we have been without a working oven for months. I have spoken to a Whirlpool supervisor to no avail. Each time the oven is serviced, the repair company charges Whirlpool $500+ for parts and labor. Our next step is to contact our local television station who has a consumer affair advocate. Maybe the media can shed some light on resolving this horrible situation.",2.0
"Walter & Betty of Prescott, AZ","Original review: July 10, 2012","We bought an Ikea Carlsbad sofa bed on 6/13 and it was delivered on 7/3/12. While we were assembling it, we could not find the slats/boards that were supposed to be in the box of parts. Thus, the sofa bed is unusable. We wrote to Ikea SparePartsHardware@ushelp.ikea.com on 7/4/12. Today is 7/10/12 and we had no response from Ikea about the missing parts. What to do? I cannot get a hold of anyone by phone. Also, the delivery charge of $299.00 was outrageous! The delivery men were good, but neglected to leave a bill of lading with my signature when I received the boxes of sofa bed parts! I am very dissatisfied with this situation and would like to have the slats mailed to us ASAP so the sofa bed could be assembled and usable!",1.0
